,fid,교육시설_sum,근린생활시설_sum,문화시설_sum,숙박시설_sum,업무시설_sum,의료시설_sum,주거시설_sum,판매시설_sum,공원_distance,대학교_distance,지하철_distance,버스_distance,경사도_mean,거주인구,도로길이
455,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.6000608766369,2001.7488928761566,1748.0799335228671,191.95305007775718,1.5,14978,2.82538379348687
456,838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.8671727726963,2093.870395558716,1844.0498497108902,254.41270123582026,6.66666666666667,14978,0.0
457,839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.5297949346275,2186.6841016810267,1940.4266958258088,314.8558502647603,9.75,14978,20.3046848091365
458,856,0.0,19.83,0.0,0.0,0.0,0.0,1284.77,0.0,1270.9223487859151,2368.169874690041,260.66567483372097,257.21441729687956,3.8333333333333304,7044,207.095593077509
459,857,0.0,37.5,0.0,0.0,0.0,0.0,2440.325,0.0,1179.6616129220715,2272.783017600812,215.10949766255817,175.7090275358671,5.5,7044,295.21787875017503
460,858,0.0,182.11,0.0,409.01,0.0,0.0,5915.838000000001,0.0,1089.9352952335207,2177.8099688061934,211.1802771754685,89.25654282369278,4.0,7044,543.599855528877
461,859,0.0,193.84,0.0,0.0,0.0,0.0,252.345,0.0,1002.1556251568504,2083.3073226961806,250.84185154558602,33.92084917149141,2.0,7044,181.740077876771
462,860,0.0,0.0,0.0,0.0,0.0,0.0,60.94,0.0,916.88187282276,1989.3421190943984,318.1912491577467,44.458488016161546,1.5,7044,160.452881413714
463,861,0.0,0.0,0.0,0.0,2255.69,0.0,32402.12,0.0,834.8822448850464,1895.994266401776,399.46116097841207,44.9658822378889,1.5,7044,223.85990494910197
464,862,0.0,2753.07,0.0,0.0,7212.6418,0.0,37917.59,0.0,757.221156187497,1803.3596355374,487.74202069845046,65.23996367321901,1.5,7044,278.482374897991
465,863,0.0,4669.61,3055.915,1470.48,3650.77,0.0,3800.43,0.0,685.3750202416247,1711.5540357735763,579.8403658888033,68.61079852257478,1.5,13815,347.53315261356903
466,864,0.0,5814.743,3274.692,494.04,10282.242,0.0,5350.4,0.0,621.3642086588363,1620.7183546451874,668.7313199124319,30.343087712726653,1.0,13815,312.56866837847804
467,865,0.0,1246.04,0.0,1499.32,7613.611999999999,0.0,19582.61,0.0,567.8446650926903,1531.025237621241,643.927290269028,70.11728328436999,0.5,6771,274.397057695146
468,866,0.0,1542.3,0.0,0.0,0.0,0.0,8835.75,0.0,528.0162592049677,1442.6878029605202,634.0998635463525,30.078397697698414,0.5,6771,129.585587676903
469,867,0.0,819.9,0.0,0.0,2539.76,0.0,15705.1684,0.0,505.1280023286232,1355.9710324422658,639.9393905808354,95.21808364573198,1.0,6771,405.27302868888
470,868,0.0,1634.17,0.0,0.0,1782.21,0.0,11548.04,0.0,501.50468584150735,1271.2066355462102,661.0307974412314,100.82601740412755,0.5,6771,336.657490777418
471,869,0.0,1486.54,0.0,0.0,0.0,0.0,729.075,0.0,517.5510830303778,1188.8123086168825,695.9888731781668,21.863113633331423,0.5,15429,311.592846929133
472,870,0.0,49.05,0.0,0.0,0.0,0.0,126.79,0.0,551.5530977247391,1109.3162873647539,742.8585416372342,82.78411136677305,1.0,8658,65.5087416409641
473,871,0.0,0.0,0.0,0.0,0.0,0.0,105.76,0.0,589.7277079015664,1033.3876674005069,799.5477590833293,152.009698394671,2.0,8658,139.811881285059
474,872,0.0,0.0,0.0,0.0,0.0,0.0,122.5,0.0,567.9399051519246,961.8716350356834,864.126107754997,122.69262725648231,2.0,8658,16.280768580095
475,873,0.0,0.0,0.0,0.0,0.0,0.0,648.12,0.0,496.50211289763376,895.8256185588135,831.3066251415811,82.60018479343866,1.5,8658,166.142746090503
476,874,0.0,0.0,0.0,0.0,0.0,0.0,9502.1172,0.0,408.58552404981117,836.5462096476456,745.5324423588308,72.5216883323118,1.5,8658,212.534099580914
477,875,0.0,259.49,0.0,0.0,0.0,0.0,105.73,0.0,327.6727395367847,785.5667433836528,663.7515055950795,21.050146477546253,1.0,32482,385.447712452853
478,876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.3770908336674,744.5939706805916,587.6334067431967,66.67844911708043,1.0,23824,0.0
479,877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.59632521065768,715.3494107548462,519.6724942016702,117.33376450617828,0.5,23824,0.0
480,878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.56376420941046,699.3060154080652,463.4711454934373,167.58340061070385,0.5,23824,0.0
481,879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.8187845986301,697.3754744277858,423.73461641566485,181.66327336972427,0.0,23824,0.0
482,880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.9056729861431,709.6729718029906,405.33451439443525,129.8458756276942,0.0,23824,0.0
483,881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.2170868734431,735.4851643029264,411.14551309378714,85.75516838866324,0.0,23824,0.0
484,882,0.0,0.0,0.0,0.0,998.12,0.0,0.0,0.0,500.3466802405211,773.4601814818714,440.2098570918108,133.59439530855752,0.0,23824,104.170611853682
485,883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.2585462138452,821.9138660424014,488.39361645214365,158.74256001790516,0.0,23824,0.0
486,884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.4350530967673,879.1152822447137,550.7008733143057,59.62618854711876,0.0,38802,0.0
487,885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0584953176148,943.4746849743336,622.9077781780535,43.71360088393197,0.5,38802,104.63825864361
488,886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.6565936089045,1013.6295222231965,701.9660029688594,123.94867091842302,0.5,14978,0.0
489,887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.6013745929657,1088.4597653948695,785.810383934525,213.0380680574881,0.5,14978,100.942979687269
490,888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.9753364327291,1167.0664243614638,873.0630965982139,308.87971359405117,0.5,14978,0.0
491,889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.8219098029324,1248.7365383804788,962.7979553106131,406.7279804828135,1.0,14978,0.0
492,890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.1769464443496,1332.9071127133616,1054.3814090823762,402.9015994704466,1.5,14978,121.112648020055
493,891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.9898333091808,1419.133300783805,1147.3708772071338,337.4947219363661,2.0,14978,0.0
494,892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.7210376612298,1507.0623096222982,1241.4504520386872,292.3614113230495,2.2,14978,0.0
495,893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.9410770958501,1596.4127944246275,1336.389928441385,277.5738124241587,2.5,14978,0.0
496,894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.150264470437,1686.9589030987001,1432.0182882114593,209.1565512780397,2.6666666666666696,14978,0.0
497,895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.937308430455,1778.5180338462483,1528.2062150364927,123.99762830632365,2.0,14978,111.806207068239
498,896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.3722974703858,1870.941468380455,1624.8543364058157,66.73509727343496,0.5,14978,21.745537769212497
499,897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.4149942693955,1964.107197921275,1721.8851629442493,116.32390278249069,1.5,14978,0.0
